CDB7  18                  A:84 X:69 Y:33 SR:A5 SP:FB CYC:1857
CDB8  24 01               A:84 X:69 Y:33 SR:A4 SP:FB CYC:1859
CDBA  9A                  A:84 X:69 Y:33 SR:E4 SP:FB CYC:1862
CDBB  F0 32               A:84 X:69 Y:33 SR:E4 SP:69 CYC:1864
CDBD  10 30               A:84 X:69 Y:33 SR:E4 SP:69 CYC:1866
CDBF  B0 2E               A:84 X:69 Y:33 SR:E4 SP:69 CYC:1868
CDC1  50 2C               A:84 X:69 Y:33 SR:E4 SP:69 CYC:1870
CDC3  C9 84               A:84 X:69 Y:33 SR:E4 SP:69 CYC:1872
CDC5  D0 28               A:84 X:69 Y:33 SR:67 SP:69 CYC:1874
CDC7  E0 69               A:84 X:69 Y:33 SR:67 SP:69 CYC:1876
CDC9  D0 24               A:84 X:69 Y:33 SR:67 SP:69 CYC:1878
CDCB  C0 33               A:84 X:69 Y:33 SR:67 SP:69 CYC:1880
CDCD  D0 20               A:84 X:69 Y:33 SR:67 SP:69 CYC:1882
CDCF  A0 01               A:84 X:69 Y:33 SR:67 SP:69 CYC:1884
CDD1  A9 04               A:84 X:69 Y:01 SR:65 SP:69 CYC:1886
CDD3  38                  A:04 X:69 Y:01 SR:65 SP:69 CYC:1888
CDD4  B8                  A:04 X:69 Y:01 SR:65 SP:69 CYC:1890
CDD5  A2 00               A:04 X:69 Y:01 SR:25 SP:69 CYC:1892
CDD7  BA                  A:04 X:00 Y:01 SR:27 SP:69 CYC:1894
CDD8  F0 15               A:04 X:69 Y:01 SR:25 SP:69 CYC:1896
CDDA  30 13               A:04 X:69 Y:01 SR:25 SP:69 CYC:1898
CDDC  90 11               A:04 X:69 Y:01 SR:25 SP:69 CYC:1900
CDDE  70 0F               A:04 X:69 Y:01 SR:25 SP:69 CYC:1902
CDE0  E0 69               A:04 X:69 Y:01 SR:25 SP:69 CYC:1904
CDE2  D0 0B               A:04 X:69 Y:01 SR:27 SP:69 CYC:1906
CDE4  C9 04               A:04 X:69 Y:01 SR:27 SP:69 CYC:1908
CDE6  D0 07               A:04 X:69 Y:01 SR:27 SP:69 CYC:1910
CDE8  C0 01               A:04 X:69 Y:01 SR:27 SP:69 CYC:1912
CDEA  D0 03               A:04 X:69 Y:01 SR:27 SP:69 CYC:1914
CDEC  4C F3 CD            A:04 X:69 Y:01 SR:27 SP:69 CYC:1916
CDF3  AE FF 07            A:04 X:69 Y:01 SR:27 SP:69 CYC:1919
CDF6  9A                  A:04 X:FB Y:01 SR:A5 SP:69 CYC:1923
CDF7  60                  A:04 X:FB Y:01 SR:A5 SP:FB CYC:1925
C609  20 F8 CD            A:04 X:FB Y:01 SR:A5 SP:FD CYC:1931
CDF8  A9 FF               A:04 X:FB Y:01 SR:A5 SP:FB CYC:1937
CDFA  85 01               A:FF X:FB Y:01 SR:A5 SP:FB CYC:1939
CDFC  BA                  A:FF X:FB Y:01 SR:A5 SP:FB CYC:1942
CDFD  8E FF 07            A:FF X:FB Y:01 SR:A5 SP:FB CYC:1944
CE00  EA                  A:FF X:FB Y:01 SR:A5 SP:FB CYC:1948
CE01  A2 80               A:FF X:FB Y:01 SR:A5 SP:FB CYC:1950
CE03  9A                  A:FF X:80 Y:01 SR:A5 SP:FB CYC:1952
CE04  A9 33               A:FF X:80 Y:01 SR:A5 SP:80 CYC:1954
CE06  48                  A:33 X:80 Y:01 SR:25 SP:80 CYC:1956
CE07  A9 69               A:33 X:80 Y:01 SR:25 SP:7F CYC:1959
CE09  48                  A:69 X:80 Y:01 SR:25 SP:7F CYC:1961
CE0A  BA                  A:69 X:80 Y:01 SR:25 SP:7E CYC:1964
CE0B  E0 7E               A:69 X:7E Y:01 SR:25 SP:7E CYC:1966
CE0D  D0 20               A:69 X:7E Y:01 SR:27 SP:7E CYC:1968
CE0F  68                  A:69 X:7E Y:01 SR:27 SP:7E CYC:1970
CE10  C9 69               A:69 X:7E Y:01 SR:25 SP:7F CYC:1974
CE12  D0 1B               A:69 X:7E Y:01 SR:27 SP:7F CYC:1976
CE14  68                  A:69 X:7E Y:01 SR:27 SP:7F CYC:1978
CE15  C9 33               A:33 X:7E Y:01 SR:25 SP:80 CYC:1982
CE17  D0 16               A:33 X:7E Y:01 SR:27 SP:80 CYC:1984
CE19  BA                  A:33 X:7E Y:01 SR:27 SP:80 CYC:1986
CE1A  E0 80               A:33 X:80 Y:01 SR:A5 SP:80 CYC:1988
CE1C  D0 11               A:33 X:80 Y:01 SR:27 SP:80 CYC:1990
CE1E  AD 80 01            A:33 X:80 Y:01 SR:27 SP:80 CYC:1992
CE21  C9 33               A:33 X:80 Y:01 SR:25 SP:80 CYC:1996
CE23  D0 0A               A:33 X:80 Y:01 SR:27 SP:80 CYC:1998
CE25  AD 7F 01            A:33 X:80 Y:01 SR:27 SP:80 CYC:2000
CE28  C9 69               A:69 X:80 Y:01 SR:25 SP:80 CYC:2004
CE2A  D0 03               A:69 X:80 Y:01 SR:27 SP:80 CYC:2006
CE2C  4C 33 CE            A:69 X:80 Y:01 SR:27 SP:80 CYC:2008
CE33  EA                  A:69 X:80 Y:01 SR:27 SP:80 CYC:2011
CE34  A2 80               A:69 X:80 Y:01 SR:27 SP:80 CYC:2013
CE36  9A                  A:69 X:80 Y:01 SR:A5 SP:80 CYC:2015
CE37  20 3D CE            A:69 X:80 Y:01 SR:A5 SP:80 CYC:2017
CE3D  BA                  A:69 X:80 Y:01 SR:A5 SP:7E CYC:2023
CE3E  E0 7E               A:69 X:7E Y:01 SR:25 SP:7E CYC:2025
CE40  D0 19               A:69 X:7E Y:01 SR:27 SP:7E CYC:2027
CE42  68                  A:69 X:7E Y:01 SR:27 SP:7E CYC:2029
CE43  68                  A:39 X:7E Y:01 SR:25 SP:7F CYC:2033
CE44  BA                  A:CE X:7E Y:01 SR:A5 SP:80 CYC:2037
CE45  E0 80               A:CE X:80 Y:01 SR:A5 SP:80 CYC:2039
CE47  D0 12               A:CE X:80 Y:01 SR:27 SP:80 CYC:2041
CE49  A9 00               A:CE X:80 Y:01 SR:27 SP:80 CYC:2043
CE4B  20 4E CE            A:00 X:80 Y:01 SR:27 SP:80 CYC:2045
CE4E  68                  A:00 X:80 Y:01 SR:27 SP:7E CYC:2051
CE4F  C9 4D               A:4D X:80 Y:01 SR:25 SP:7F CYC:2055
CE51  D0 08               A:4D X:80 Y:01 SR:27 SP:7F CYC:2057
CE53  68                  A:4D X:80 Y:01 SR:27 SP:7F CYC:2059
CE54  C9 CE               A:CE X:80 Y:01 SR:A5 SP:80 CYC:2063
CE56  D0 03               A:CE X:80 Y:01 SR:27 SP:80 CYC:2065
CE58  4C 5F CE            A:CE X:80 Y:01 SR:27 SP:80 CYC:2067
CE5F  EA                  A:CE X:80 Y:01 SR:27 SP:80 CYC:2070
CE60  A9 CE               A:CE X:80 Y:01 SR:27 SP:80 CYC:2072
CE62  48                  A:CE X:80 Y:01 SR:A5 SP:80 CYC:2074
CE63  A9 66               A:CE X:80 Y:01 SR:A5 SP:7F CYC:2077
CE65  48                  A:66 X:80 Y:01 SR:25 SP:7F CYC:2079
CE66  60                  A:66 X:80 Y:01 SR:25 SP:7E CYC:2082
CE67  A2 77               A:66 X:80 Y:01 SR:25 SP:80 CYC:2088
CE69  A0 69               A:66 X:77 Y:01 SR:25 SP:80 CYC:2090
CE6B  18                  A:66 X:77 Y:69 SR:25 SP:80 CYC:2092
CE6C  24 01               A:66 X:77 Y:69 SR:24 SP:80 CYC:2094
CE6E  A9 83               A:66 X:77 Y:69 SR:E4 SP:80 CYC:2097
CE70  20 66 CE            A:83 X:77 Y:69 SR:E4 SP:80 CYC:2099
CE66  60                  A:83 X:77 Y:69 SR:E4 SP:7E CYC:2105
CE73  F0 24               A:83 X:77 Y:69 SR:E4 SP:80 CYC:2111
CE75  10 22               A:83 X:77 Y:69 SR:E4 SP:80 CYC:2113
CE77  B0 20               A:83 X:77 Y:69 SR:E4 SP:80 CYC:2115
CE79  50 1E               A:83 X:77 Y:69 SR:E4 SP:80 CYC:2117
CE7B  C9 83               A:83 X:77 Y:69 SR:E4 SP:80 CYC:2119
CE7D  D0 1A               A:83 X:77 Y:69 SR:67 SP:80 CYC:2121
CE7F  C0 69               A:83 X:77 Y:69 SR:67 SP:80 CYC:2123
CE81  D0 16               A:83 X:77 Y:69 SR:67 SP:80 CYC:2125
CE83  E0 77               A:83 X:77 Y:69 SR:67 SP:80 CYC:2127
CE85  D0 12               A:83 X:77 Y:69 SR:67 SP:80 CYC:2129
CE87  38                  A:83 X:77 Y:69 SR:67 SP:80 CYC:2131
CE88  B8                  A:83 X:77 Y:69 SR:67 SP:80 CYC:2133
CE89  A9 00               A:83 X:77 Y:69 SR:27 SP:80 CYC:2135
CE8B  20 66 CE            A:00 X:77 Y:69 SR:27 SP:80 CYC:2137
CE66  60                  A:00 X:77 Y:69 SR:27 SP:7E CYC:2143
CE8E  D0 09               A:00 X:77 Y:69 SR:27 SP:80 CYC:2149
CE90  30 07               A:00 X:77 Y:69 SR:27 SP:80 CYC:2151
CE92  90 05               A:00 X:77 Y:69 SR:27 SP:80 CYC:2153
CE94  70 03               A:00 X:77 Y:69 SR:27 SP:80 CYC:2155
CE96  4C 9D CE            A:00 X:77 Y:69 SR:27 SP:80 CYC:2157
CE9D  EA                  A:00 X:77 Y:69 SR:27 SP:80 CYC:2160
CE9E  A9 CE               A:00 X:77 Y:69 SR:27 SP:80 CYC:2162
CEA0  48                  A:CE X:77 Y:69 SR:A5 SP:80 CYC:2164
CEA1  A9 AE               A:CE X:77 Y:69 SR:A5 SP:7F CYC:2167
CEA3  48                  A:AE X:77 Y:69 SR:A5 SP:7F CYC:2169
CEA4  A9 65               A:AE X:77 Y:69 SR:A5 SP:7E CYC:2172
CEA6  48                  A:65 X:77 Y:69 SR:25 SP:7E CYC:2174
CEA7  A9 55               A:65 X:77 Y:69 SR:25 SP:7D CYC:2177
CEA9  A0 88               A:55 X:77 Y:69 SR:25 SP:7D CYC:2179
CEAB  A2 99               A:55 X:77 Y:88 SR:A5 SP:7D CYC:2181
CEAD  40                  A:55 X:99 Y:88 SR:A5 SP:7D CYC:2183
CEAE  30 35               A:55 X:99 Y:88 SR:65 SP:80 CYC:2189
CEB0  50 33               A:55 X:99 Y:88 SR:65 SP:80 CYC:2191
CEB2  F0 31               A:55 X:99 Y:88 SR:65 SP:80 CYC:2193
CEB4  90 2F               A:55 X:99 Y:88 SR:65 SP:80 CYC:2195
CEB6  C9 55               A:55 X:99 Y:88 SR:65 SP:80 CYC:2197
CEB8  D0 2B               A:55 X:99 Y:88 SR:67 SP:80 CYC:2199
CEBA  C0 88               A:55 X:99 Y:88 SR:67 SP:80 CYC:2201
CEBC  D0 27               A:55 X:99 Y:88 SR:67 SP:80 CYC:2203
CEBE  E0 99               A:55 X:99 Y:88 SR:67 SP:80 CYC:2205
CEC0  D0 23               A:55 X:99 Y:88 SR:67 SP:80 CYC:2207
CEC2  A9 CE               A:55 X:99 Y:88 SR:67 SP:80 CYC:2209
CEC4  48                  A:CE X:99 Y:88 SR:E5 SP:80 CYC:2211
CEC5  A9 CE               A:CE X:99 Y:88 SR:E5 SP:7F CYC:2214
CEC7  48                  A:CE X:99 Y:88 SR:E5 SP:7F CYC:2216
CEC8  A9 87               A:CE X:99 Y:88 SR:E5 SP:7E CYC:2219
CECA  48                  A:87 X:99 Y:88 SR:E5 SP:7E CYC:2221
CECB  A9 55               A:87 X:99 Y:88 SR:E5 SP:7D CYC:2224
CECD  40                  A:55 X:99 Y:88 SR:65 SP:7D CYC:2226
CECE  10 15               A:55 X:99 Y:88 SR:A7 SP:80 CYC:2232
CED0  70 13               A:55 X:99 Y:88 SR:A7 SP:80 CYC:2234
CED2  D0 11               A:55 X:99 Y:88 SR:A7 SP:80 CYC:2236
CED4  90 0F               A:55 X:99 Y:88 SR:A7 SP:80 CYC:2238
CED6  C9 55               A:55 X:99 Y:88 SR:A7 SP:80 CYC:2240
CED8  D0 0B               A:55 X:99 Y:88 SR:27 SP:80 CYC:2242
CEDA  C0 88               A:55 X:99 Y:88 SR:27 SP:80 CYC:2244
CEDC  D0 07               A:55 X:99 Y:88 SR:27 SP:80 CYC:2246
CEDE  E0 99               A:55 X:99 Y:88 SR:27 SP:80 CYC:2248
CEE0  D0 03               A:55 X:99 Y:88 SR:27 SP:80 CYC:2250
CEE2  4C E9 CE            A:55 X:99 Y:88 SR:27 SP:80 CYC:2252
CEE9  AE FF 07            A:55 X:99 Y:88 SR:27 SP:80 CYC:2255
CEEC  9A                  A:55 X:FB Y:88 SR:A5 SP:80 CYC:2259
CEED  60                  A:55 X:FB Y:88 SR:A5 SP:FB CYC:2261
C60C  20 EE CE            A:55 X:FB Y:88 SR:A5 SP:FD CYC:2267
CEEE  A2 55               A:55 X:FB Y:88 SR:A5 SP:FB CYC:2273
CEF0  A0 69               A:55 X:55 Y:88 SR:25 SP:FB CYC:2275
CEF2  A9 FF               A:55 X:55 Y:69 SR:25 SP:FB CYC:2277
CEF4  85 01               A:FF X:55 Y:69 SR:A5 SP:FB CYC:2279
CEF6  EA                  A:FF X:55 Y:69 SR:A5 SP:FB CYC:2282
CEF7  24 01               A:FF X:55 Y:69 SR:A5 SP:FB CYC:2284
CEF9  38                  A:FF X:55 Y:69 SR:E5 SP:FB CYC:2287
CEFA  A9 01               A:FF X:55 Y:69 SR:E5 SP:FB CYC:2289
CEFC  4A                  A:01 X:55 Y:69 SR:65 SP:FB CYC:2291
CEFD  90 1D               A:00 X:55 Y:69 SR:67 SP:FB CYC:2293
CEFF  D0 1B               A:00 X:55 Y:69 SR:67 SP:FB CYC:2295
CF01  30 19               A:00 X:55 Y:69 SR:67 SP:FB CYC:2297
CF03  50 17               A:00 X:55 Y:69 SR:67 SP:FB CYC:2299
CF05  C9 00               A:00 X:55 Y:69 SR:67 SP:FB CYC:2301
CF07  D0 13               A:00 X:55 Y:69 SR:67 SP:FB CYC:2303
CF09  B8                  A:00 X:55 Y:69 SR:67 SP:FB CYC:2305
CF0A  A9 AA               A:00 X:55 Y:69 SR:27 SP:FB CYC:2307
CF0C  4A                  A:AA X:55 Y:69 SR:A5 SP:FB CYC:2309
CF0D  B0 0D               A:55 X:55 Y:69 SR:24 SP:FB CYC:2311
CF0F  F0 0B               A:55 X:55 Y:69 SR:24 SP:FB CYC:2313
CF11  30 09               A:55 X:55 Y:69 SR:24 SP:FB CYC:2315
CF13  70 07               A:55 X:55 Y:69 SR:24 SP:FB CYC:2317
CF15  C9 55               A:55 X:55 Y:69 SR:24 SP:FB CYC:2319
CF17  D0 03               A:55 X:55 Y:69 SR:27 SP:FB CYC:2321
CF19  4C 20 CF            A:55 X:55 Y:69 SR:27 SP:FB CYC:2323
CF20  EA                  A:55 X:55 Y:69 SR:27 SP:FB CYC:2326
CF21  24 01               A:55 X:55 Y:69 SR:27 SP:FB CYC:2328
CF23  38                  A:55 X:55 Y:69 SR:E5 SP:FB CYC:2331
CF24  A9 80               A:55 X:55 Y:69 SR:E5 SP:FB CYC:2333
CF26  0A                  A:80 X:55 Y:69 SR:E5 SP:FB CYC:2335
CF27  90 1E               A:00 X:55 Y:69 SR:67 SP:FB CYC:2337
CF29  D0 1C               A:00 X:55 Y:69 SR:67 SP:FB CYC:2339
CF2B  30 1A               A:00 X:55 Y:69 SR:67 SP:FB CYC:2341
CF2D  50 18               A:00 X:55 Y:69 SR:67 SP:FB CYC:2343
CF2F  C9 00               A:00 X:55 Y:69 SR:67 SP:FB CYC:2345
CF31  D0 14               A:00 X:55 Y:69 SR:67 SP:FB CYC:2347
CF33  B8                  A:00 X:55 Y:69 SR:67 SP:FB CYC:2349
CF34  38                  A:00 X:55 Y:69 SR:27 SP:FB CYC:2351
CF35  A9 55               A:00 X:55 Y:69 SR:27 SP:FB CYC:2353
CF37  0A                  A:55 X:55 Y:69 SR:25 SP:FB CYC:2355
CF38  B0 0D               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2357
CF3A  F0 0B               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2359
CF3C  10 09               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2361
CF3E  70 07               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2363
CF40  C9 AA               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2365
CF42  D0 03               A:AA X:55 Y:69 SR:27 SP:FB CYC:2367
CF44  4C 4B CF            A:AA X:55 Y:69 SR:27 SP:FB CYC:2369
CF4B  EA                  A:AA X:55 Y:69 SR:27 SP:FB CYC:2372
CF4C  24 01               A:AA X:55 Y:69 SR:27 SP:FB CYC:2374
CF4E  38                  A:AA X:55 Y:69 SR:E5 SP:FB CYC:2377
CF4F  A9 01               A:AA X:55 Y:69 SR:E5 SP:FB CYC:2379
CF51  6A                  A:01 X:55 Y:69 SR:65 SP:FB CYC:2381
CF52  90 1E               A:80 X:55 Y:69 SR:E5 SP:FB CYC:2383
CF54  F0 1C               A:80 X:55 Y:69 SR:E5 SP:FB CYC:2385
CF56  10 1A               A:80 X:55 Y:69 SR:E5 SP:FB CYC:2387
CF58  50 18               A:80 X:55 Y:69 SR:E5 SP:FB CYC:2389
CF5A  C9 80               A:80 X:55 Y:69 SR:E5 SP:FB CYC:2391
CF5C  D0 14               A:80 X:55 Y:69 SR:67 SP:FB CYC:2393
CF5E  B8                  A:80 X:55 Y:69 SR:67 SP:FB CYC:2395
CF5F  18                  A:80 X:55 Y:69 SR:27 SP:FB CYC:2397
CF60  A9 55               A:80 X:55 Y:69 SR:26 SP:FB CYC:2399
CF62  6A                  A:55 X:55 Y:69 SR:24 SP:FB CYC:2401
CF63  90 0D               A:2A X:55 Y:69 SR:25 SP:FB CYC:2403
CF65  F0 0B               A:2A X:55 Y:69 SR:25 SP:FB CYC:2405
CF67  30 09               A:2A X:55 Y:69 SR:25 SP:FB CYC:2407
CF69  70 07               A:2A X:55 Y:69 SR:25 SP:FB CYC:2409
CF6B  C9 2A               A:2A X:55 Y:69 SR:25 SP:FB CYC:2411
CF6D  D0 03               A:2A X:55 Y:69 SR:27 SP:FB CYC:2413
CF6F  4C 76 CF            A:2A X:55 Y:69 SR:27 SP:FB CYC:2415
CF76  EA                  A:2A X:55 Y:69 SR:27 SP:FB CYC:2418
CF77  24 01               A:2A X:55 Y:69 SR:27 SP:FB CYC:2420
CF79  38                  A:2A X:55 Y:69 SR:E5 SP:FB CYC:2423
CF7A  A9 80               A:2A X:55 Y:69 SR:E5 SP:FB CYC:2425
CF7C  2A                  A:80 X:55 Y:69 SR:E5 SP:FB CYC:2427
CF7D  90 1E               A:01 X:55 Y:69 SR:65 SP:FB CYC:2429
CF7F  F0 1C               A:01 X:55 Y:69 SR:65 SP:FB CYC:2431
CF81  30 1A               A:01 X:55 Y:69 SR:65 SP:FB CYC:2433
CF83  50 18               A:01 X:55 Y:69 SR:65 SP:FB CYC:2435
CF85  C9 01               A:01 X:55 Y:69 SR:65 SP:FB CYC:2437
CF87  D0 14               A:01 X:55 Y:69 SR:67 SP:FB CYC:2439
CF89  B8                  A:01 X:55 Y:69 SR:67 SP:FB CYC:2441
CF8A  18                  A:01 X:55 Y:69 SR:27 SP:FB CYC:2443
CF8B  A9 55               A:01 X:55 Y:69 SR:26 SP:FB CYC:2445
CF8D  2A                  A:55 X:55 Y:69 SR:24 SP:FB CYC:2447
CF8E  B0 0D               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2449
CF90  F0 0B               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2451
CF92  10 09               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2453
CF94  70 07               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2455
CF96  C9 AA               A:AA X:55 Y:69 SR:A4 SP:FB CYC:2457
CF98  D0 03               A:AA X:55 Y:69 SR:27 SP:FB CYC:2459
CF9A  4C A1 CF            A:AA X:55 Y:69 SR:27 SP:FB CYC:2461
CFA1  60                  A:AA X:55 Y:69 SR:27 SP:FB CYC:2464
C60F  20 A2 CF            A:AA X:55 Y:69 SR:27 SP:FD CYC:2470
CFA2  A5 00               A:AA X:55 Y:69 SR:27 SP:FB CYC:2476
CFA4  8D FF 07            A:00 X:55 Y:69 SR:27 SP:FB CYC:2479
CFA7  A9 00               A:00 X:55 Y:69 SR:27 SP:FB CYC:2483
CFA9  85 80               A:00 X:55 Y:69 SR:27 SP:FB CYC:2485
CFAB  A9 02               A:00 X:55 Y:69 SR:27 SP:FB CYC:2488
CFAD  85 81               A:02 X:55 Y:69 SR:25 SP:FB CYC:2490
CFAF  A9 FF               A:02 X:55 Y:69 SR:25 SP:FB CYC:2493
CFB1  85 01               A:FF X:55 Y:69 SR:A5 SP:FB CYC:2495
CFB3  A9 00               A:FF X:55 Y:69 SR:A5 SP:FB CYC:2498
CFB5  85 82               A:00 X:55 Y:69 SR:27 SP:FB CYC:2500
CFB7  A9 03               A:00 X:55 Y:69 SR:27 SP:FB CYC:2503
CFB9  85 83               A:03 X:55 Y:69 SR:25 SP:FB CYC:2505
CFBB  85 84               A:03 X:55 Y:69 SR:25 SP:FB CYC:2508
CFBD  A9 00               A:03 X:55 Y:69 SR:25 SP:FB CYC:2511
CFBF  85 FF               A:00 X:55 Y:69 SR:27 SP:FB CYC:2513
CFC1  A9 04               A:00 X:55 Y:69 SR:27 SP:FB CYC:2516
CFC3  85 00               A:04 X:55 Y:69 SR:25 SP:FB CYC:2518
CFC5  A9 5A               A:04 X:55 Y:69 SR:25 SP:FB CYC:2521
CFC7  8D 00 02            A:5A X:55 Y:69 SR:25 SP:FB CYC:2523
CFCA  A9 5B               A:5A X:55 Y:69 SR:25 SP:FB CYC:2527
CFCC  8D 00 03            A:5B X:55 Y:69 SR:25 SP:FB CYC:2529
CFCF  A9 5C               A:5B X:55 Y:69 SR:25 SP:FB CYC:2533
CFD1  8D 03 03            A:5C X:55 Y:69 SR:25 SP:FB CYC:2535
CFD4  A9 5D               A:5C X:55 Y:69 SR:25 SP:FB CYC:2539
CFD6  8D 00 04            A:5D X:55 Y:69 SR:25 SP:FB CYC:2541
CFD9  A2 00               A:5D X:55 Y:69 SR:25 SP:FB CYC:2545
CFDB  A1 80               A:5D X:00 Y:69 SR:27 SP:FB CYC:2547
CFDD  C9 5A               A:04 X:00 Y:69 SR:25 SP:FB CYC:2553
CFDF  D0 1F               A:04 X:00 Y:69 SR:A4 SP:FB CYC:2555
D000  A9 58               A:04 X:00 Y:69 SR:A4 SP:FB CYC:2558
D002  8D FF 07            A:58 X:00 Y:69 SR:24 SP:FB CYC:2560
D005  A9 AA               A:58 X:00 Y:69 SR:24 SP:FB CYC:2564
D007  A2 00               A:AA X:00 Y:69 SR:A4 SP:FB CYC:2566
D009  81 80               A:AA X:00 Y:69 SR:26 SP:FB CYC:2568
D00B  E8                  A:AA X:00 Y:69 SR:26 SP:FB CYC:2574
D00C  E8                  A:AA X:01 Y:69 SR:24 SP:FB CYC:2576
D00D  A9 AB               A:AA X:02 Y:69 SR:24 SP:FB CYC:2578
D00F  81 80               A:AB X:02 Y:69 SR:A4 SP:FB CYC:2580
D011  E8                  A:AB X:02 Y:69 SR:A4 SP:FB CYC:2586
D012  A9 AC               A:AB X:03 Y:69 SR:24 SP:FB CYC:2588
D014  81 80               A:AC X:03 Y:69 SR:A4 SP:FB CYC:2590
D016  A2 00               A:AC X:03 Y:69 SR:A4 SP:FB CYC:2596
D018  A9 AD               A:AC X:00 Y:69 SR:26 SP:FB CYC:2598
D01A  81 FF               A:AD X:00 Y:69 SR:A4 SP:FB CYC:2600
D01C  AD 00 02            A:AD X:00 Y:69 SR:A4 SP:FB CYC:2606
D01F  C9 AA               A:5A X:00 Y:69 SR:24 SP:FB CYC:2610
D021  D0 15               A:5A X:00 Y:69 SR:A4 SP:FB CYC:2612
D038  A9 59               A:5A X:00 Y:69 SR:A4 SP:FB CYC:2615
D03A  8D FF 07            A:59 X:00 Y:69 SR:24 SP:FB CYC:2617
D03D  AD FF 07            A:59 X:00 Y:69 SR:24 SP:FB CYC:2621
D040  85 00               A:59 X:00 Y:69 SR:24 SP:FB CYC:2625
D042  A9 00               A:59 X:00 Y:69 SR:24 SP:FB CYC:2628
D044  8D 00 03            A:00 X:00 Y:69 SR:26 SP:FB CYC:2630
D047  A9 AA               A:00 X:00 Y:69 SR:26 SP:FB CYC:2634
D049  8D 00 02            A:AA X:00 Y:69 SR:A4 SP:FB CYC:2636
D04C  A2 00               A:AA X:00 Y:69 SR:A4 SP:FB CYC:2640
D04E  A0 5A               A:AA X:00 Y:69 SR:26 SP:FB CYC:2642
D050  20 B6 F7            A:AA X:00 Y:5A SR:24 SP:FB CYC:2644
F7B6  18                  A:AA X:00 Y:5A SR:24 SP:F9 CYC:2650
F7B7  A9 FF               A:AA X:00 Y:5A SR:24 SP:F9 CYC:2652
F7B9  85 01               A:FF X:00 Y:5A SR:A4 SP:F9 CYC:2654
F7BB  24 01               A:FF X:00 Y:5A SR:A4 SP:F9 CYC:2657
F7BD  A9 55               A:FF X:00 Y:5A SR:E4 SP:F9 CYC:2660
F7BF  60                  A:55 X:00 Y:5A SR:64 SP:F9 CYC:2662
D053  01 80               A:55 X:00 Y:5A SR:64 SP:FB CYC:2668
D055  20 C0 F7            A:5D X:00 Y:5A SR:64 SP:FB CYC:2674
F7C0  B0 09               A:5D X:00 Y:5A SR:64 SP:F9 CYC:2680
F7C2  10 07               A:5D X:00 Y:5A SR:64 SP:F9 CYC:2682
F7CB  84 00               A:5D X:00 Y:5A SR:64 SP:F9 CYC:2685
F7CD  60                  A:5D X:00 Y:5A SR:64 SP:F9 CYC:2688
D058  C8                  A:5D X:00 Y:5A SR:64 SP:FB CYC:2694
D059  20 CE F7            A:5D X:00 Y:5B SR:64 SP:FB CYC:2696
F7CE  38                  A:5D X:00 Y:5B SR:64 SP:F9 CYC:2702
F7CF  B8                  A:5D X:00 Y:5B SR:65 SP:F9 CYC:2704
F7D0  A9 00               A:5D X:00 Y:5B SR:25 SP:F9 CYC:2706
F7D2  60                  A:00 X:00 Y:5B SR:27 SP:F9 CYC:2708
D05C  01 82               A:00 X:00 Y:5B SR:27 SP:FB CYC:2714
D05E  20 D3 F7            A:5A X:00 Y:5B SR:25 SP:FB CYC:2720
F7D3  D0 07               A:5A X:00 Y:5B SR:25 SP:F9 CYC:2726
F7DC  84 00               A:5A X:00 Y:5B SR:25 SP:F9 CYC:2729
F7DE  60                  A:5A X:00 Y:5B SR:25 SP:F9 CYC:2732
D061  C8                  A:5A X:00 Y:5B SR:25 SP:FB CYC:2738
D062  20 DF F7            A:5A X:00 Y:5C SR:25 SP:FB CYC:2740
F7DF  18                  A:5A X:00 Y:5C SR:25 SP:F9 CYC:2746
F7E0  24 01               A:5A X:00 Y:5C SR:24 SP:F9 CYC:2748
F7E2  A9 55               A:5A X:00 Y:5C SR:E4 SP:F9 CYC:2751
F7E4  60                  A:55 X:00 Y:5C SR:64 SP:F9 CYC:2753
D065  21 80               A:55 X:00 Y:5C SR:64 SP:FB CYC:2759
D067  20 E5 F7            A:51 X:00 Y:5C SR:64 SP:FB CYC:2765
F7E5  D0 07               A:51 X:00 Y:5C SR:64 SP:F9 CYC:2771
F7EE  84 00               A:51 X:00 Y:5C SR:64 SP:F9 CYC:2774
F7F0  60                  A:51 X:00 Y:5C SR:64 SP:F9 CYC:2777
D06A  C8                  A:51 X:00 Y:5C SR:64 SP:FB CYC:2783
D06B  A9 EF               A:51 X:00 Y:5D SR:64 SP:FB CYC:2785
D06D  8D 00 03            A:EF X:00 Y:5D SR:E4 SP:FB CYC:2787
D070  20 F1 F7            A:EF X:00 Y:5D SR:E4 SP:FB CYC:2791
F7F1  38                  A:EF X:00 Y:5D SR:E4 SP:F9 CYC:2797
